id,name,aliases,category,usage,properties,representative_makers,japanese_makers,source_type,source_company,source_title,source_url,checked_at,source_notes,Ni,Cr,Co,Fe,Mo,Nb,Ti,Al,W,Ta,C,Mn,Si,Cu,V,Sn,Zr,B,P,S,N,O,H,Pd,Ru,Re,Be,Hf,Ni_includes,Nb_includes,Ni_estimated,Ni_estimate_method,Cr_estimated,Cr_estimate_method,Co_estimated,Co_estimate_method,Fe_estimated,Fe_estimate_method,Mo_estimated,Mo_estimate_method,Nb_estimated,Nb_estimate_method,Ti_estimated,Ti_estimate_method,Al_estimated,Al_estimate_method,W_estimated,W_estimate_method,Ta_estimated,Ta_estimate_method,C_estimated,C_estimate_method,Mn_estimated,Mn_estimate_method,Si_estimated,Si_estimate_method,Cu_estimated,Cu_estimate_method,V_estimated,V_estimate_method,Sn_estimated,Sn_estimate_method,Zr_estimated,Zr_estimate_method,B_estimated,B_estimate_method,P_estimated,P_estimate_method,S_estimated,S_estimate_method,N_estimated,N_estimate_method,O_estimated,O_estimate_method,H_estimated,H_estimate_method,Pd_estimated,Pd_estimate_method,Ru_estimated,Ru_estimate_method,Re_estimated,Re_estimate_method,Be_estimated,Be_estimate_method,Hf_estimated,Hf_estimate_method
aisi-4042,AISI 4042,SAE 4042,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,,,約98.2,0.20-0.30,,,,,,0.40-0.45,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4118,AISI 4118,SAE 4118,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.40-0.60,,約98.1,0.08-0.15,,,,,,0.18-0.23,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4120,AISI 4120,SAE 4120,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.40-0.60,,約97.8,0.13-0.20,,,,,,0.18-0.23,0.90-1.20,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4121,AISI 4121,SAE 4121,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.45-0.65,,約97.8,0.20-0.30,,,,,,0.18-0.23,0.75-1.00,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4130,AISI 4130,SAE 4130|Chromoly 4130,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.80-1.10,,約97.8,0.15-0.25,,,,,,0.28-0.33,0.40-0.60,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4135,AISI 4135,SAE 4135,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.80-1.10,,約97.4,0.15-0.25,,,,,,0.33-0.38,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4140,AISI 4140,SAE 4140|SCM440 equivalent family,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.80-1.10,,約97.3,0.15-0.25,,,,,,0.38-0.43,0.75-1.00,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4142,AISI 4142,SAE 4142,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.80-1.10,,約97.3,0.15-0.25,,,,,,0.40-0.45,0.75-1.00,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4145,AISI 4145,SAE 4145,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.80-1.10,,約97.2,0.15-0.25,,,,,,0.43-0.48,0.75-1.00,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4150,AISI 4150,SAE 4150,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.80-1.10,,約97.2,0.15-0.25,,,,,,0.48-0.53,0.75-1.00,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4320,AISI 4320,SAE 4320,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,1.65-2.00,0.40-0.60,,約96.4,0.20-0.30,,,,,,0.17-0.22,0.45-0.65,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4330,AISI 4330,SAE 4330,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,1.65-2.00,0.70-0.95,,約95.7,0.20-0.30,,,,,,0.28-0.33,0.65-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4340,AISI 4340,SAE 4340|SNCM439 equivalent family,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,1.65-2.00,0.70-0.90,,約95.7,0.20-0.30,,,,,,0.38-0.43,0.60-0.80,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4340m,AISI 4340M,300M family,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,1.65-2.00,0.70-0.95,,約94.1,0.30-0.45,,,,,,0.38-0.46,0.60-0.90,1.45-1.80,,0.05-0.10,,,,0.025 max,0.025 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-300m,AISI 300M,4340M|Modified 4340,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,1.65-2.00,0.70-0.95,,約94.1,0.30-0.45,,,,,,0.38-0.46,0.60-0.90,1.45-1.80,,0.05-0.10,,,,0.025 max,0.025 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4615,AISI 4615,SAE 4615,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,1.65-2.00,,,約96.9,0.20-0.30,,,,,,0.13-0.18,0.45-0.70,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4620,AISI 4620,SAE 4620,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,1.65-2.00,,,約96.9,0.20-0.30,,,,,,0.17-0.22,0.45-0.70,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4626,AISI 4626,SAE 4626,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,1.65-2.00,,,約96.8,0.20-0.30,,,,,,0.24-0.29,0.45-0.70,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-4820,AISI 4820,SAE 4820,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,3.25-3.75,,,約95.2,0.20-0.30,,,,,,0.18-0.23,0.45-0.70,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-5015,AISI 5015,SAE 5015,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.30-0.50,,約98.7,,,,,,,0.13-0.18,0.30-0.60,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-5046,AISI 5046,SAE 5046,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.20-0.40,,約98.1,,,,,,,0.43-0.50,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-5115,AISI 5115,SAE 5115,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.70-0.90,,約98.0,,,,,,,0.13-0.18,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-5120,AISI 5120,SAE 5120,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.70-0.90,,約97.9,,,,,,,0.17-0.22,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-5130,AISI 5130,SAE 5130,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.80-1.10,,約97.7,,,,,,,0.28-0.33,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-5140,AISI 5140,SAE 5140,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.70-0.90,,約97.7,,,,,,,0.38-0.43,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-5150,AISI 5150,SAE 5150,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.70-0.90,,約97.6,,,,,,,0.48-0.53,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-8615,AISI 8615,SAE 8615,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,0.40-0.70,0.40-0.60,,約97.5,0.15-0.25,,,,,,0.13-0.18,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-8620,AISI 8620,SAE 8620,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,0.40-0.70,0.40-0.60,,約97.5,0.15-0.25,,,,,,0.18-0.23,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-8622,AISI 8622,SAE 8622,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,0.40-0.70,0.40-0.60,,約97.4,0.15-0.25,,,,,,0.20-0.25,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-8625,AISI 8625,SAE 8625,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,0.40-0.70,0.40-0.60,,約97.4,0.15-0.25,,,,,,0.23-0.28,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-8630,AISI 8630,SAE 8630,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,0.40-0.70,0.40-0.60,,約97.4,0.15-0.25,,,,,,0.28-0.33,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-8640,AISI 8640,SAE 8640,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,0.40-0.70,0.40-0.60,,約97.3,0.15-0.25,,,,,,0.38-0.43,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-8650,AISI 8650,SAE 8650,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,0.40-0.70,0.40-0.60,,約97.2,0.15-0.25,,,,,,0.48-0.53,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-8720,AISI 8720,SAE 8720,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,0.40-0.70,0.40-0.60,,約97.4,0.20-0.30,,,,,,0.18-0.23,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-8822,AISI 8822,SAE 8822,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,0.40-0.70,0.40-0.60,,約97.3,0.30-0.40,,,,,,0.20-0.25,0.70-0.90,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aisi-9310,AISI 9310,SAE 9310,低合金鋼,歯車・シャフト・航空機部品・機械構造部材,,,,standard,SAE reference,SAE alloy steel grades composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE low-alloy steel family table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,3.00-3.50,1.00-1.40,,約94.5,0.08-0.15,,,,,,0.08-0.13,0.45-0.65,0.15-0.35,,,,,,0.035 max,0.040 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scm415,SCM415,JIS SCM415,機械構造用鋼,歯車・軸・浸炭部品・窒化部品,,,,standard,Standards reference,JIS machinery steel composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,Standards-derived machinery steel chemistry; verify against current JIS before procurement. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.90-1.20,,約97.6,0.15-0.30,,,,,,0.13-0.18,0.60-0.85,0.15-0.35,,,,,,0.030 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scm420,SCM420,JIS SCM420,機械構造用鋼,歯車・軸・浸炭部品・窒化部品,,,,standard,Standards reference,JIS machinery steel composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,Standards-derived machinery steel chemistry; verify against current JIS before procurement. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.90-1.20,,約97.5,0.15-0.30,,,,,,0.18-0.23,0.60-0.85,0.15-0.35,,,,,,0.030 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scm435,SCM435,JIS SCM435,機械構造用鋼,歯車・軸・浸炭部品・窒化部品,,,,standard,Standards reference,JIS machinery steel composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,Standards-derived machinery steel chemistry; verify against current JIS before procurement. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.90-1.20,,約97.4,0.15-0.30,,,,,,0.33-0.38,0.60-0.85,0.15-0.35,,,,,,0.030 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scm440,SCM440,JIS SCM440|AISI 4140 family,機械構造用鋼,歯車・軸・浸炭部品・窒化部品,,,,standard,Standards reference,JIS machinery steel composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,Standards-derived machinery steel chemistry; verify against current JIS before procurement. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.90-1.20,,約97.3,0.15-0.30,,,,,,0.38-0.43,0.60-0.85,0.15-0.35,,,,,,0.030 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scm445,SCM445,JIS SCM445,機械構造用鋼,歯車・軸・浸炭部品・窒化部品,,,,standard,Standards reference,JIS machinery steel composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,Standards-derived machinery steel chemistry; verify against current JIS before procurement. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.90-1.20,,約97.3,0.15-0.30,,,,,,0.43-0.48,0.60-0.85,0.15-0.35,,,,,,0.030 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sncm220,SNCM220,JIS SNCM220,機械構造用鋼,歯車・軸・浸炭部品・窒化部品,,,,standard,Standards reference,JIS machinery steel composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,Standards-derived machinery steel chemistry; verify against current JIS before procurement. Iron balance shown as a reference midpoint estimate from listed major elements.,0.40-0.70,0.40-0.65,,約97.5,0.15-0.30,,,,,,0.17-0.23,0.60-0.90,0.15-0.35,,,,,,0.030 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
