id,name,aliases,category,usage,properties,representative_makers,source_type,source_company,source_title,source_url,checked_at,source_notes,Ni,Cr,Co,Fe,Mo,Nb,Ti,Al,W,Ta,C,Mn,Si,Cu,V,Sn,Zr,B,P,S,N,O,H,Pd,Ru,Re,Be,Hf,Ni_includes,Nb_includes,Ni_estimated,Ni_estimate_method,Cr_estimated,Cr_estimate_method,Co_estimated,Co_estimate_method,Fe_estimated,Fe_estimate_method,Mo_estimated,Mo_estimate_method,Nb_estimated,Nb_estimate_method,Ti_estimated,Ti_estimate_method,Al_estimated,Al_estimate_method,W_estimated,W_estimate_method,Ta_estimated,Ta_estimate_method,C_estimated,C_estimate_method,Mn_estimated,Mn_estimate_method,Si_estimated,Si_estimate_method,Cu_estimated,Cu_estimate_method,V_estimated,V_estimate_method,Sn_estimated,Sn_estimate_method,Zr_estimated,Zr_estimate_method,B_estimated,B_estimate_method,P_estimated,P_estimate_method,S_estimated,S_estimate_method,N_estimated,N_estimate_method,O_estimated,O_estimate_method,H_estimated,H_estimate_method,Pd_estimated,Pd_estimate_method,Ru_estimated,Ru_estimate_method,Re_estimated,Re_estimate_method,Be_estimated,Be_estimate_method,Hf_estimated,Hf_estimate_method
scr420,SCr420,JIS SCr420,機械構造用鋼,歯車・軸・浸炭部品・窒化部品,,,standard,Standards reference,JIS machinery steel composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,Standards-derived machinery steel chemistry; verify against current JIS before procurement. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.90-1.20,,約97.7,,,,,,,0.18-0.23,0.60-0.85,0.15-0.35,,,,,,0.030 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scr440,SCr440,JIS SCr440,機械構造用鋼,歯車・軸・浸炭部品・窒化部品,,,standard,Standards reference,JIS machinery steel composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,Standards-derived machinery steel chemistry; verify against current JIS before procurement. Iron balance shown as a reference midpoint estimate from listed major elements.,,0.90-1.20,,約97.5,,,,,,,0.38-0.43,0.60-0.85,0.15-0.35,,,,,,0.030 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snc631,SNC631,JIS SNC631,機械構造用鋼,歯車・軸・浸炭部品・窒化部品,,,standard,Standards reference,JIS machinery steel composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,Standards-derived machinery steel chemistry; verify against current JIS before procurement. Iron balance shown as a reference midpoint estimate from listed major elements.,2.50-3.00,0.60-1.00,,約95.4,,,,,,,0.27-0.35,0.35-0.65,0.15-0.35,,,,,,0.030 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snc836,SNC836,JIS SNC836,機械構造用鋼,歯車・軸・浸炭部品・窒化部品,,,standard,Standards reference,JIS machinery steel composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,Standards-derived machinery steel chemistry; verify against current JIS before procurement. Iron balance shown as a reference midpoint estimate from listed major elements.,3.00-3.50,0.60-1.00,,約94.8,,,,,,,0.32-0.40,0.35-0.65,0.15-0.35,,,,,,0.030 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sacm645,SACM645,JIS SACM645,機械構造用鋼,歯車・軸・浸炭部品・窒化部品,,,standard,Standards reference,JIS machinery steel composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,Standards-derived machinery steel chemistry; verify against current JIS before procurement. Iron balance shown as a reference midpoint estimate from listed major elements.,,1.30-1.70,,約96.2,0.15-0.30,,,0.70-1.20,,,0.40-0.50,0.60 max,0.15-0.50,,,,,,0.030 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sum43,SUM43,JIS SUM43,機械構造用鋼,歯車・軸・浸炭部品・窒化部品,,,standard,Standards reference,JIS machinery steel composition reference,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,Standards-derived machinery steel chemistry; verify against current JIS before procurement. Iron balance shown as a reference midpoint estimate from listed major elements.,,,,約97.5,,,,,,,0.37-0.45,1.35-1.65,0.15-0.35,,,,,,0.040 max,0.24-0.33,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-201,Stainless Steel 201,UNS S20100,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,3.5-5.5,16-18,,約71.4,,,,,,,0.15 max,5.5-7.5,0.75 max,,,,,,0.060 max,0.030 max,0.25 max,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-202,Stainless Steel 202,UNS S20200,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,4-6,17-19,,約67.6,,,,,,,0.15 max,7.5-10.0,0.75 max,,,,,,0.060 max,0.030 max,0.25 max,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-205,Stainless Steel 205,UNS S20500,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,1-1.75,16.5-18,,約65.7,,,,,,,0.12-0.25,14-15.5,0.75 max,,,,,,0.060 max,0.030 max,0.32-0.40,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-254smo,Stainless Steel 254 SMO,UNS S31254,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,17.5-18.5,19.5-20.5,,約53.9,6.0-6.5,,,,,,0.02 max,1.00 max,0.80 max,0.50-1.00,,,,,0.030 max,0.010 max,0.18-0.22,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-301,Stainless Steel 301,UNS S30100,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,6-8,16-18,,約74.5,,,,,,,0.15 max,2.00 max,0.75 max,,,,,,0.045 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-302,Stainless Steel 302,UNS S30200,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,8-10,17-19,,約71.5,,,,,,,0.15 max,2.00 max,0.75 max,,,,,,0.045 max,0.030 max,0.10 max,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-302b,Stainless Steel 302B,UNS S30215,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,8-10,17-19,,約69.4,,,,,,,0.15 max,2.00 max,2.0-3.0,,,,,,0.045 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-303,Stainless Steel 303,UNS S30300,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,8-10,17-19,,約70.8,0.60 max,,,,,,0.15 max,2.00 max,1.00 max,,,,,,0.20 max,0.15-0.35,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-304n,Stainless Steel 304N,UNS S30451,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,8-10.5,18-20,,約70.2,,,,,,,0.08 max,2.00 max,0.75 max,,,,,,0.045 max,0.030 max,0.10-0.16,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-305,Stainless Steel 305,UNS S30500,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,10.5-13,17-19,,約68.7,,,,,,,0.12 max,2.00 max,1.00 max,,,,,,0.045 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-308,Stainless Steel 308,UNS S30800,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,10-12,19-21,,約67.4,,,,,,,0.08 max,2.00 max,1.00 max,,,,,,0.045 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-309,Stainless Steel 309,UNS S30900,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,12-15,22-24,,約61.9,,,,,,,0.20 max,2.00 max,1.00 max,,,,,,0.045 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-309s,Stainless Steel 309S,UNS S30908,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,12-15,22-24,,約61.9,,,,,,,0.08 max,2.00 max,1.00 max,,,,,,0.045 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-316n,Stainless Steel 316N,UNS S31651,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,10-14,16-18,,約66.8,2-3,,,,,,0.08 max,2.00 max,1.00 max,,,,,,0.045 max,0.030 max,0.10-0.16,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-316ti,Stainless Steel 316Ti,UNS S31635,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,10-14,16-18,,約66.3,2-3,,0.5-0.7,,,,0.08 max,2.00 max,1.00 max,,,,,,0.045 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-317,Stainless Steel 317,UNS S31700,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,11-15,18-20,,約62.9,3-4,,,,,,0.08 max,2.00 max,1.00 max,,,,,,0.045 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-317l,Stainless Steel 317L,UNS S31703,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,11-15,18-20,,約62.9,3-4,,,,,,0.03 max,2.00 max,1.00 max,,,,,,0.045 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-321h,Stainless Steel 321H,UNS S32109,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,9-12,17-19,,約69.5,,,0.70 max,,,,0.04-0.10,2.00 max,1.00 max,,,,,,0.045 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-347h,Stainless Steel 347H,UNS S34709,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,9-13,17-19,,約68.8,,0.10-1.00,,,,,0.04-0.10,2.00 max,1.00 max,,,,,,0.045 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-405,Stainless Steel 405,UNS S40500,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,11.5-14.5,,約85.7,,,,0.10-0.30,,,0.08 max,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-409,Stainless Steel 409,UNS S40900,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,10.5-11.75,,約87.2,,,0.48-0.75,,,,0.08 max,1.00 max,1.00 max,,,,,,0.045 max,0.045 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-410,Stainless Steel 410,UNS S41000,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,11.5-13.5,,約86.3,,,,,,,0.08-0.15,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-414,Stainless Steel 414,UNS S41400,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,1.25-2.50,11.5-13.5,,約84.5,,,,,,,0.15 max,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-416,Stainless Steel 416,UNS S41600,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,12-14,,約85.8,,,,,,,0.15 max,1.25 max,1.00 max,,,,,,0.060 max,0.15 min,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-420,Stainless Steel 420,UNS S42000,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,12-14,,約86.0,,,,,,,0.15 min,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-422,Stainless Steel 422,UNS S42200,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,0.50-1.00,11-13,,約83.9,0.75-1.25,,,,0.75-1.25,,0.20-0.25,1.00 max,0.75 max,,0.20-0.30,,,,,,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-429,Stainless Steel 429,UNS S42900,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,14-16,,約83.9,,,,,,,0.12 max,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-430,Stainless Steel 430,UNS S43000,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,16-18,,約81.9,,,,,,,0.12 max,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-430f,Stainless Steel 430F,UNS S43020,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,16-18,,約81.8,,,,,,,0.12 max,1.25 max,1.00 max,,,,,,0.060 max,0.15 min,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-431,Stainless Steel 431,UNS S43100,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,1.25-2.50,15-17,,約81.0,,,,,,,0.20 max,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-434,Stainless Steel 434,UNS S43400,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,16-18,,約80.9,0.75-1.25,,,,,,0.12 max,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-436,Stainless Steel 436,UNS S43600,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,16-18,,約80.4,0.75-1.25,0.40-0.70,,,,,0.12 max,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-439,Stainless Steel 439,UNS S43035,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,17-19,,約80.5,,,0.20-0.60,,,,0.07 max,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-440a,Stainless Steel 440A,UNS S44002,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,16-18,,約80.9,0.75 max,,,,,,0.60-0.75,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-440b,Stainless Steel 440B,UNS S44003,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,16-18,,約80.7,0.75 max,,,,,,0.75-0.95,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-440c,Stainless Steel 440C,UNS S44004,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,16-18,,約80.5,0.75 max,,,,,,0.95-1.20,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-441,Stainless Steel 441,UNS S44100,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,17.5-18.5,,約80.0,,0.30-1.00,0.10-0.60,,,,0.03 max,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless-442,Stainless Steel 442,UNS S44200,ステンレス鋼,耐食部材・配管・締結部品・高温部材,,,standard,SAE reference,SAE stainless steel designations composition table,https://en.wikipedia.org/wiki/SAE_steel_grades,2026-06-14,SAE/UNS stainless composition table; Fe balance calculated for search display. Iron balance shown as a reference midpoint estimate from listed major elements.,,18-23,,約78.4,,,,,,,0.20 max,1.00 max,1.00 max,,,,,,0.040 max,0.030 max,,,,,,,,,,,,,,,,,1,balance midpoint estimate from listed major elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
